SMILES;ExactMW;logP;HBD;HBA;TPSA
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23;-0.10789759373363784;-0.3865002992029906;-0.522203055047075;0.04314029373559058;-0.32326852172503406
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;0.07383037990673962;0.1345810031051101;-0.1892040054518388;0.04314029373559058;-0.21805854035375397
C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21;0.2689361537925521;-1.6778236184860535;1.142792192929106;0.6758646018575869;0.9527765424378956
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;0.2689361537925521;-1.593845361417162;1.142792192929106;0.6758646018575869;0.9527765424378956
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O;0.32809517483291845;-1.3410279358569095;0.8097931433338698;0.6758646018575869;0.7494184555780493
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1;0.178263990539393;-1.114374907206259;0.4767940937386336;0.2540483964429227;0.0028943898070910076
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O;1.6506016128869323;-0.16161257925949107;0.8097931433338698;1.7304051153942472;0.934343849455896
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;1.5822922519743274;-0.23417937647142464;0.8097931433338698;1.7304051153942472;1.0998790078591727
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;1.645918356478533;0.17820934686763076;0.4767940937386336;1.7304051153942472;0.9682169151306086
Cc1ncc([N+](=O)[O-])n1CCO;-0.9707909508098375;-1.301926347993452;-0.522203055047075;-0.16776780897174154;-0.24929836417389525
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;4.823459329831805;-1.2929863203265046;5.471779837667176;4.050394245174901;5.128499659730091
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1;-0.21684912299757098;-0.6515487922342379;-0.522203055047075;-0.16776780897174154;-0.36994871823788855
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;1.9860660841657571;1.373398997698257;1.142792192929106;1.9413132181015793;1.4139529454225837
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1;-0.5985956345270225;-0.49871088623843635;-0.1892040054518388;-0.16776780897174154;-0.045461506067763696
